year,month,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
2021,12,0.0067,3.1038,-0.5493,5.2511,3.8232,1.2053
2022,1,0.0044,-6.2490,-3.7522,10.4602,0.7812,-3.4369
2022,2,0.0028,-2.2821,3.1136,3.8214,-2.4135,-4.1752
2022,3,0.0060,3.0582,-1.8199,3.3367,-0.1641,-1.3869
2022,4,0.0037,-9.4476,0.8622,6.0929,4.6977,0.0599
2022,5,0.0307,-0.3342,0.8728,5.6528,1.0759,1.2827
2022,6,0.0567,-8.4265,0.7192,-5.6924,1.0166,1.4621
2022,7,0.0812,9.5574,0.3083,-5.5642,-2.0698,2.2604
2022,8,0.1901,-3.7749,1.5206,2.7322,-2.7206,-3.5068
2022,9,0.1929,-9.3547,-1.7025,-0.2547,1.0869,1.5972
2022,10,0.2327,7.8399,4.6833,7.4552,5.4828,-0.9241
2022,11,0.2856,4.6161,-2.3349,2.1192,2.4746,1.3792
2022,12,0.3379,-6.4076,0.3247,3.8887,-0.4982,-0.4328
2023,1,0.3506,6.6425,4.7342,-5.3913,-4.2654,-2.1697
2023,2,0.3450,-2.5911,-0.1125,-1.3490,2.9285,1.9002
2023,3,0.3638,2.4563,-7.8180,-3.1851,1.0722,6.3066
2023,4,0.3640,0.5939,-1.9412,3.0987,-1.0594,-0.6925
2023,5,0.3662,0.3406,-1.7478,-6.9683,-1.2506,1.6186
2023,6,0.4078,6.4587,2.7479,-1.5614,4.5296,0.3983
2023,7,0.4391,3.2253,1.6190,-0.2213,-0.5071,-0.3536
2023,8,0.4537,-2.3872,-2.4449,-1.2456,5.0586,4.8720
2023,9,0.4267,-5.2403,-0.1269,-0.4906,3.3822,2.7208
2023,10,0.4715,-3.1780,-2.5954,-0.4551,5.6041,4.4688
2023,11,0.4424,8.8683,-0.8046,-2.3506,-3.6071,-2.6794
2023,12,0.4266,4.8712,5.6786,-0.4524,-3.3056,-4.2215
2024,1,0.4729,0.7029,-4.7516,0.4249,1.8642,3.6182
2024,2,0.4224,5.0673,1.2370,-1.9569,0.0993,-1.9101
2024,3,0.4157,2.8420,-0.8276,0.3516,1.0643,-1.9841
2024,4,0.4864,-4.6882,-2.9782,-0.9564,1.7918,1.6019
2024,5,0.4415,4.3267,2.8304,-0.9620,4.2872,2.4352
2024,6,0.4125,2.7705,-4.7642,-0.6541,2.4326,4.7551
2024,7,0.4711,1.2192,7.6699,1.1444,0.0030,-3.2589
2024,8,0.4419,1.6554,-4.1014,0.4491,1.8800,0.8307
2024,9,0.4619,1.6820,-1.2845,0.0330,0.7965,-3.2535
2024,10,0.3907,-0.9692,-1.1251,-1.2211,-0.1682,-0.7349
2024,11,0.3955,6.5042,4.2829,-5.0520,-1.6797,-2.4658
2024,12,0.3663,-3.1664,-5.0859,-0.4257,-2.1078,4.8516
2025,1,0.3297,2.8659,-1.7308,-3.0941,-4.2027,-2.1550
2025,2,0.3315,-2.4881,-6.4241,3.1059,0.6716,-1.3867
2025,3,0.3425,-6.4191,-0.9816,0.7883,2.0378,-0.8653
2025,4,0.3535,-0.8087,-2.1344,-4.8663,-1.0349,0.1739
2025,5,0.3757,6.1655,0.1154,0.9220,2.0331,3.1959
2025,6,0.3409,4.9198,0.0094,0.7640,-2.3750,0.2765
2025,7,0.3468,2.0080,-0.1160,-2.1917,-0.9010,0.1469
2025,8,0.3805,1.7547,5.1613,2.1889,0.0784,-3.1652
2025,9,0.3309,3.4295,-2.1095,-2.9018,-3.0986,-1.6368
2025,10,0.3268,1.9974,-1.8906,-4.2926,-5.1657,1.2599
2025,11,0.3012,-0.2604,1.2628,3.1855,2.5381,0.7084
2025,12,0.3127,-0.3337,0.0065,0.7384,0.0127,0.5577
